data,hora,mandante,visitante,Placar M,Placar V,RESULTADO
2015-09-13 00:00:00,16:00,Vasco,Athletico-PR,2,0,H
2015-09-13 00:00:00,18:30,Sport,Fluminense,1,0,H
2015-09-13 00:00:00,18:31,Avai,Goias,2,1,H
2015-09-16 00:00:00,19:29,Goias,Ponte Preta,1,2,A
2015-09-16 00:00:00,19:30,Fluminense,Palmeiras,1,4,A
2015-09-16 00:00:00,19:30,Joinville,Sport,1,1,D
2015-09-16 00:00:00,21:01,Athletico-PR,Gremio,1,2,A
2015-09-16 00:00:00,21:02,Figueirense,Avai,0,1,A
2015-09-16 00:00:00,21:59,Internacional,Corinthians,2,1,H
2015-09-16 00:00:00,21:59,Santos,Atletico-MG,4,0,H
2015-09-16 00:00:00,22:01,Cruzeiro,Vasco,2,2,D
2015-09-17 00:00:00,19:31,Sao Paulo,Chapecoense,0,0,D
2015-09-17 00:00:00,21:00,Flamengo,Coritiba,0,2,A
2015-09-19 00:00:00,18:29,Internacional,Figueirense,1,1,D
2015-09-19 00:00:00,18:32,Palmeiras,Gremio,3,2,H
2015-09-19 00:00:00,21:00,Ponte Preta,Fluminense,3,1,H
2015-09-20 00:00:00,11:02,Goias,Joinville,3,0,H
2015-09-20 00:00:00,11:04,Corinthians,Santos,2,0,H
2015-09-20 00:00:00,16:00,Atletico-MG,Flamengo,4,1,H
2015-09-20 00:00:00,16:01,Vasco,Sport,2,1,H
2015-09-20 00:00:00,16:02,Avai,Sao Paulo,2,1,H
2015-09-20 00:00:00,18:30,Coritiba,Athletico-PR,2,0,H
2015-09-20 00:00:00,18:32,Chapecoense,Cruzeiro,0,2,A
2015-09-26 00:00:00,18:30,Fluminense,Goias,2,0,H
2015-09-26 00:00:00,21:00,Gremio,Avai,3,1,H
2015-09-27 00:00:00,11:00,Athletico-PR,Ponte Preta,1,2,A
2015-09-27 00:00:00,11:01,Santos,Internacional,3,1,H
2015-09-27 00:00:00,16:00,Figueirense,Corinthians,1,3,A
2015-09-27 00:00:00,16:00,Flamengo,Vasco,1,2,A
2015-09-27 00:00:00,16:00,Joinville,Atletico-MG,2,2,D
2015-09-27 00:00:00,16:03,Sao Paulo,Palmeiras,1,1,D
2015-09-27 00:00:00,18:30,Cruzeiro,Coritiba,2,0,H
2015-09-27 00:00:00,18:30,Sport,Chapecoense,3,0,H
2015-10-03 00:00:00,18:30,Internacional,Sport,2,1,H
2015-10-03 00:00:00,18:31,Coritiba,Atletico-MG,0,3,A
2015-10-03 00:00:00,21:00,Sao Paulo,Athletico-PR,1,0,H
2015-10-04 00:00:00,11:01,Flamengo,Joinville,2,0,H
2015-10-04 00:00:00,11:04,Avai,Vasco,1,1,D
2015-10-04 00:00:00,16:00,Goias,Figueirense,2,3,A
2015-10-04 00:00:00,16:01,Cruzeiro,Gremio,0,0,D
2015-10-04 00:00:00,16:02,Ponte Preta,Corinthians,2,2,D
2015-10-04 00:00:00,16:03,Santos,Fluminense,3,1,H
2015-10-04 00:00:00,18:32,Chapecoense,Palmeiras,5,1,H
2015-10-14 00:00:00,19:30,Atletico-MG,Internacional,2,1,H
2015-10-14 00:00:00,19:30,Sport,Avai,3,0,H
2015-10-14 00:00:00,21:00,Figueirense,Flamengo,3,0,H
2015-10-14 00:00:00,21:00,Joinville,Coritiba,3,1,H
2015-10-14 00:00:00,21:00,Palmeiras,Ponte Preta,0,1,A
2015-10-14 00:00:00,22:00,Fluminense,Sao Paulo,2,0,H
2015-10-14 00:00:00,22:01,Athletico-PR,Cruzeiro,2,2,D
2015-10-15 00:00:00,19:30,Corinthians,Goias,3,0,H
2015-10-15 00:00:00,19:31,Vasco,Chapecoense,1,1,D
2015-10-15 00:00:00,21:01,Gremio,Santos,1,0,H
2015-10-17 00:00:00,18:34,Avai,Palmeiras,1,3,A
2015-10-17 00:00:00,21:01,Joinville,Figueirense,1,0,H
2015-10-18 00:00:00,11:00,Cruzeiro,Fluminense,2,0,H
2015-10-18 00:00:00,11:04,Ponte Preta,Coritiba,3,0,H
2015-10-18 00:00:00,16:00,Athletico-PR,Corinthians,1,4,A
2015-10-18 00:00:00,16:00,Sao Paulo,Vasco,2,2,D
2015-10-18 00:00:00,16:01,Flamengo,Internacional,0,1,A
2015-10-18 00:00:00,16:59,Gremio,Chapecoense,2,3,A
2015-10-18 00:00:00,16:59,Santos,Goias,3,1,H
2015-10-18 00:00:00,18:29,Sport,Atletico-MG,4,1,H
2015-10-24 00:00:00,17:00,Fluminense,Athletico-PR,0,1,A
2015-10-24 00:00:00,18:31,Figueirense,Santos,0,0,D
2015-10-24 00:00:00,18:31,Internacional,Joinville,1,0,H
2015-10-24 00:00:00,21:01,Palmeiras,Sport,0,2,A
2015-10-25 00:00:00,16:59,Chapecoense,Avai,0,0,D
2015-10-25 00:00:00,17:01,Corinthians,Flamengo,1,0,H
2015-10-25 00:00:00,17:01,Vasco,Gremio,0,0,D
2015-10-25 00:00:00,17:07,Coritiba,Sao Paulo,1,2,A
2015-10-25 00:00:00,17:59,Goias,Cruzeiro,0,1,A
2015-10-25 00:00:00,19:30,Atletico-MG,Ponte Preta,2,1,H
2015-10-31 00:00:00,17:00,Sao Paulo,Sport,3,0,H
2015-10-31 00:00:00,19:31,Avai,Cruzeiro,1,1,D
2015-10-31 00:00:00,19:31,Ponte Preta,Joinville,1,0,H
2015-10-31 00:00:00,21:02,Coritiba,Figueirense,1,1,D
2015-11-01 00:00:00,17:00,Atletico-MG,Corinthians,0,3,A
2015-11-01 00:00:00,17:00,Gremio,Flamengo,2,0,H
2015-11-01 00:00:00,17:01,Chapecoense,Athletico-PR,0,0,D
2015-11-01 00:00:00,17:01,Santos,Palmeiras,2,1,H
2015-11-01 00:00:00,18:03,Vasco,Fluminense,0,1,A
2015-11-01 00:00:00,19:30,Goias,Internacional,2,1,H
2015-11-07 00:00:00,16:59,Internacional,Ponte Preta,1,0,H
2015-11-07 00:00:00,19:29,Corinthians,Coritiba,2,1,H
2015-11-07 00:00:00,19:34,Athletico-PR,Avai,2,1,H
2015-11-07 00:00:00,21:00,Fluminense,Chapecoense,2,3,A
2015-11-08 00:00:00,16:59,Flamengo,Goias,4,1,H
2015-11-08 00:00:00,17:00,Cruzeiro,Sao Paulo,2,1,H
2015-11-08 00:00:00,17:00,Figueirense,Atletico-MG,0,1,A
2015-11-08 00:00:00,17:02,Palmeiras,Vasco,0,2,A
2015-11-08 00:00:00,18:01,Joinville,Santos,0,0,D
2015-11-08 00:00:00,19:31,Sport,Gremio,1,0,H
2015-11-15 00:00:00,17:02,Cruzeiro,Sport,3,0,H
2015-11-18 00:00:00,19:30,Goias,Coritiba,1,3,A
2015-11-18 00:00:00,21:01,Ponte Preta,Figueirense,0,1,A
2015-11-18 00:00:00,21:03,Athletico-PR,Palmeiras,3,3,D
2015-11-18 00:00:00,21:04,Avai,Joinville,2,1,H
2015-11-19 00:00:00,19:31,Gremio,Fluminense,1,0,H
2015-11-19 00:00:00,20:21,Chapecoense,Internacional,1,0,H
2015-11-19 00:00:00,21:59,Sao Paulo,Atletico-MG,4,2,H
2015-11-19 00:00:00,22:00,Santos,Flamengo,0,0,D
2015-11-19 00:00:00,22:01,Vasco,Corinthians,1,1,D
2015-11-21 00:00:00,19:31,Palmeiras,Cruzeiro,1,1,D
2015-11-22 00:00:00,16:59,Atletico-MG,Goias,2,2,D
2015-11-22 00:00:00,17:00,Corinthians,Sao Paulo,6,1,H
2015-11-22 00:00:00,17:00,Internacional,Gremio,1,0,H
2015-11-22 00:00:00,17:01,Figueirense,Chapecoense,0,0,D
2015-11-22 00:00:00,17:03,Joinville,Vasco,1,2,A
2015-11-22 00:00:00,18:01,Flamengo,Ponte Preta,1,1,D
2015-11-22 00:00:00,19:29,Fluminense,Avai,3,1,H
2015-11-22 00:00:00,19:32,Coritiba,Santos,1,0,H
2015-11-22 00:00:00,19:34,Sport,Athletico-PR,0,0,D
2015-11-28 00:00:00,17:02,Sao Paulo,Figueirense,3,2,H
2015-11-28 00:00:00,19:29,Fluminense,Internacional,1,1,D
2015-11-28 00:00:00,21:02,Avai,Ponte Preta,1,0,H
2015-11-29 00:00:00,17:00,Cruzeiro,Joinville,3,0,H
2015-11-29 00:00:00,17:00,Gremio,Atletico-MG,2,1,H
2015-11-29 00:00:00,17:01,Sport,Corinthians,2,0,H
2015-11-29 00:00:00,17:57,Palmeiras,Coritiba,0,2,A
2015-11-29 00:00:00,17:59,Chapecoense,Goias,1,3,A
2015-11-29 00:00:00,18:14,Vasco,Santos,1,0,H
2015-11-29 00:00:00,19:32,Athletico-PR,Flamengo,3,0,H
2015-12-06 00:00:00,16:59,Joinville,Gremio,0,2,A
2015-12-06 00:00:00,17:00,Atletico-MG,Chapecoense,3,0,H
2015-12-06 00:00:00,17:00,Flamengo,Palmeiras,1,2,A
2015-12-06 00:00:00,17:00,Santos,Athletico-PR,5,1,H
2015-12-06 00:00:00,17:01,Ponte Preta,Sport,0,1,A
2015-12-06 00:00:00,17:02,Corinthians,Avai,1,1,D
2015-12-06 00:00:00,17:02,Figueirense,Fluminense,1,0,H
2015-12-06 00:00:00,17:02,Goias,Sao Paulo,0,1,A
2015-12-06 00:00:00,17:02,Internacional,Cruzeiro,2,0,H
2015-12-06 00:00:00,17:03,Coritiba,Vasco,0,0,D
2016-05-14 00:00:00,16:01,Flamengo,Sport,1,0,H
2016-05-14 00:00:00,16:03,Palmeiras,Athletico-PR,4,0,H
2016-05-14 00:00:00,18:29,Atletico-MG,Santos,1,0,H
2016-05-14 00:00:00,21:01,Coritiba,Cruzeiro,1,0,H
2016-05-15 00:00:00,11:00,Santa Cruz,Vitoria,4,1,H
2016-05-15 00:00:00,11:01,Botafogo-RJ,Sao Paulo,0,1,A
2016-05-15 00:00:00,16:00,America-MG,Fluminense,0,1,A
2016-05-15 00:00:00,16:02,Figueirense,Ponte Preta,0,0,D
2016-05-15 00:00:00,16:04,Corinthians,Gremio,0,0,D
2016-05-15 00:00:00,18:30,Internacional,Chapecoense,0,0,D
2016-05-21 00:00:00,16:02,Ponte Preta,Palmeiras,2,1,H
2016-05-21 00:00:00,18:29,Fluminense,Santa Cruz,2,2,D
2016-05-21 00:00:00,21:00,Cruzeiro,Figueirense,2,2,D
2016-05-22 00:00:00,11:02,Santos,Coritiba,2,1,H
2016-05-22 00:00:00,11:03,Athletico-PR,Atletico-MG,1,1,D
2016-05-22 00:00:00,15:59,Vitoria,Corinthians,3,2,H
2016-05-22 00:00:00,16:00,Chapecoense,America-MG,3,1,H
2016-05-22 00:00:00,16:00,Gremio,Flamengo,1,0,H
2016-05-22 00:00:00,16:00,Sao Paulo,Internacional,1,2,A
2016-05-22 00:00:00,18:34,Sport,Botafogo-RJ,1,1,D
2016-05-25 00:00:00,19:31,Botafogo-RJ,Athletico-PR,2,1,H
2016-05-25 00:00:00,19:31,Figueirense,Santos,2,2,D
2016-05-25 00:00:00,20:59,Flamengo,Chapecoense,2,2,D
2016-05-25 00:00:00,21:00,America-MG,Vitoria,1,1,D
2016-05-25 00:00:00,21:45,Santa Cruz,Cruzeiro,4,1,H
2016-05-25 00:00:00,21:46,Coritiba,Sao Paulo,1,1,D
2016-05-25 00:00:00,21:47,Palmeiras,Fluminense,2,0,H
2016-05-26 00:00:00,11:01,Corinthians,Ponte Preta,3,0,H
2016-05-26 00:00:00,15:59,Internacional,Sport,1,0,H
2016-05-26 00:00:00,21:00,Atletico-MG,Gremio,0,3,A
2016-05-28 00:00:00,15:59,Cruzeiro,America-MG,1,1,D
2016-05-28 00:00:00,18:31,Athletico-PR,Figueirense,2,1,H
2016-05-28 00:00:00,21:02,Chapecoense,Santa Cruz,1,1,D
2016-05-29 00:00:00,11:01,Ponte Preta,Flamengo,1,2,A
2016-05-29 00:00:00,11:03,Sport,Corinthians,0,2,A
2016-05-29 00:00:00,16:00,Fluminense,Botafogo-RJ,1,0,H
2016-05-29 00:00:00,16:02,Sao Paulo,Palmeiras,1,0,H
2016-05-29 00:00:00,16:02,Vitoria,Atletico-MG,1,1,D
2016-05-29 00:00:00,18:30,Gremio,Coritiba,2,0,H
2016-05-29 00:00:00,18:30,Santos,Internacional,0,1,A
2016-06-01 00:00:00,19:30,Internacional,Athletico-PR,1,0,H
2016-06-01 00:00:00,20:59,Coritiba,Chapecoense,3,4,A
2016-06-01 00:00:00,21:01,Santa Cruz,Sport,0,1,A
2016-06-01 00:00:00,21:02,Corinthians,Santos,1,0,H
2016-06-01 00:00:00,21:45,Atletico-MG,Fluminense,1,1,D
2016-06-01 00:00:00,21:45,Botafogo-RJ,Cruzeiro,0,1,A
2016-06-01 00:00:00,21:46,Figueirense,Sao Paulo,1,0,H
2016-06-02 00:00:00,19:29,America-MG,Ponte Preta,1,2,A
2016-06-02 00:00:00,20:59,Flamengo,Vitoria,1,0,H
2016-06-02 00:00:00,21:02,Palmeiras,Gremio,4,3,H
2016-06-04 00:00:00,16:01,Athletico-PR,Santa Cruz,1,0,H
2016-06-04 00:00:00,20:31,Chapecoense,Fluminense,0,0,D
2016-06-04 00:00:00,20:34,Corinthians,Coritiba,2,1,H
2016-06-05 00:00:00,11:00,America-MG,Figueirense,1,0,H
2016-06-05 00:00:00,11:00,Santos,Botafogo-RJ,3,0,H
2016-06-05 00:00:00,16:00,Vitoria,Internacional,1,0,H
2016-06-05 00:00:00,16:01,Gremio,Ponte Preta,1,0,H
2016-06-05 00:00:00,16:01,Sport,Atletico-MG,4,4,D
2016-06-05 00:00:00,16:02,Flamengo,Palmeiras,1,2,A
2016-06-05 00:00:00,18:29,Cruzeiro,Sao Paulo,0,1,A
2016-06-11 00:00:00,16:00,Internacional,America-MG,3,1,H
2016-06-11 00:00:00,16:00,Ponte Preta,Chapecoense,2,1,H
2016-06-11 00:00:00,18:30,Fluminense,Gremio,1,1,D
2016-06-11 00:00:00,21:00,Sao Paulo,Athletico-PR,1,2,A
2016-06-12 00:00:00,11:01,Botafogo-RJ,Vitoria,1,1,D
2016-06-12 00:00:00,11:04,Coritiba,Sport,3,2,H
2016-06-12 00:00:00,16:00,Atletico-MG,Cruzeiro,2,3,A
2016-06-12 00:00:00,16:01,Palmeiras,Corinthians,1,0,H
2016-06-12 00:00:00,16:02,Figueirense,Flamengo,1,0,H
2016-06-12 00:00:00,19:00,Santa Cruz,Santos,0,2,A
2016-06-15 00:00:00,19:30,Ponte Preta,Athletico-PR,3,2,H
2016-06-15 00:00:00,19:31,Chapecoense,Gremio,3,3,D
2016-06-15 00:00:00,19:34,Sao Paulo,Vitoria,2,0,H
2016-06-15 00:00:00,20:59,Botafogo-RJ,America-MG,3,1,H
2016-06-15 00:00:00,21:00,Santa Cruz,Figueirense,1,0,H
2016-06-15 00:00:00,21:02,Santos,Sport,2,0,H
2016-06-15 00:00:00,21:45,Coritiba,Palmeiras,2,2,D
2016-06-15 00:00:00,21:45,Cruzeiro,Flamengo,0,1,A
2016-06-16 00:00:00,19:30,Internacional,Atletico-MG,2,0,H
2016-06-16 00:00:00,19:59,Fluminense,Corinthians,1,0,H
2016-06-18 00:00:00,15:59,Palmeiras,Santa Cruz,3,1,H
2016-06-18 00:00:00,18:02,Athletico-PR,Santos,1,0,H
2016-06-18 00:00:00,21:00,America-MG,Coritiba,2,1,H
2016-06-19 00:00:00,11:00,Atletico-MG,Ponte Preta,3,0,H
2016-06-19 00:00:00,11:02,Vitoria,Chapecoense,1,2,A
2016-06-19 00:00:00,15:59,Corinthians,Botafogo-RJ,3,1,H
2016-06-19 00:00:00,15:59,Sport,Fluminense,2,1,H
2016-06-19 00:00:00,16:00,Flamengo,Sao Paulo,2,2,D
2016-06-19 00:00:00,16:02,Figueirense,Internacional,3,2,H
2016-06-19 00:00:00,19:00,Gremio,Cruzeiro,2,0,H
2016-06-21 00:00:00,21:30,Palmeiras,America-MG,2,0,H
2016-06-22 00:00:00,19:30,Ponte Preta,Cruzeiro,0,4,A
2016-06-22 00:00:00,20:58,Botafogo-RJ,Figueirense,0,0,D
2016-06-22 00:00:00,21:01,Santa Cruz,Flamengo,0,1,A
2016-06-22 00:00:00,21:45,Atletico-MG,Corinthians,2,1,H
2016-06-22 00:00:00,21:45,Fluminense,Santos,2,4,A
2016-06-23 00:00:00,19:17,Gremio,Vitoria,1,2,A
2016-06-23 00:00:00,19:32,Chapecoense,Athletico-PR,0,0,D
2016-06-23 00:00:00,21:01,Sao Paulo,Sport,0,0,D
2016-06-23 00:00:00,21:32,Coritiba,Internacional,1,1,D
2016-06-25 00:00:00,19:01,Cruzeiro,Palmeiras,2,1,H
2016-06-25 00:00:00,20:59,Corinthians,Santa Cruz,2,1,H
2016-06-26 00:00:00,11:01,America-MG,Atletico-MG,0,1,A
2016-06-26 00:00:00,16:00,Flamengo,Fluminense,1,2,A
2016-06-26 00:00:00,16:00,Internacional,Botafogo-RJ,2,3,A
2016-06-26 00:00:00,16:00,Vitoria,Ponte Preta,1,1,D
2016-06-26 00:00:00,16:01,Athletico-PR,Gremio,2,0,H
2016-06-26 00:00:00,16:07,Santos,Sao Paulo,3,0,H
2016-06-26 00:00:00,18:32,Figueirense,Coritiba,0,0,D
2016-06-26 00:00:00,18:34,Sport,Chapecoense,5,1,H
2016-06-29 00:00:00,19:29,Vitoria,Sport,3,2,H
2016-06-29 00:00:00,19:30,Flamengo,Internacional,1,0,H
2016-06-29 00:00:00,19:30,Gremio,Santos,3,2,H
2016-06-29 00:00:00,21:00,Chapecoense,Cruzeiro,3,2,H
2016-06-29 00:00:00,21:00,Coritiba,Athletico-PR,1,0,H
2016-06-29 00:00:00,21:44,America-MG,Corinthians,0,2,A
2016-06-29 00:00:00,21:45,Sao Paulo,Fluminense,2,1,H
2016-06-30 00:00:00,19:29,Palmeiras,Figueirense,4,0,H
2016-06-30 00:00:00,19:31,Santa Cruz,Ponte Preta,0,3,A
2016-06-30 00:00:00,20:59,Atletico-MG,Botafogo-RJ,5,3,H
2016-07-02 00:00:00,16:00,Fluminense,Coritiba,0,0,D
2016-07-02 00:00:00,18:30,Athletico-PR,America-MG,1,0,H
2016-07-03 00:00:00,11:01,Cruzeiro,Vitoria,2,2,D
2016-07-03 00:00:00,11:03,Internacional,Gremio,0,1,A
2016-07-03 00:00:00,15:59,Corinthians,Flamengo,4,0,H
2016-07-03 00:00:00,16:00,Botafogo-RJ,Santa Cruz,2,1,H
2016-07-03 00:00:00,16:00,Ponte Preta,Sao Paulo,1,0,H
2016-07-03 00:00:00,16:00,Santos,Chapecoense,3,0,H
2016-07-03 00:00:00,19:00,Figueirense,Atletico-MG,1,1,D
2016-07-04 00:00:00,20:01,Sport,Palmeiras,1,3,A
2016-07-09 00:00:00,16:31,Chapecoense,Corinthians,0,2,A
2016-07-09 00:00:00,16:32,Coritiba,Botafogo-RJ,0,0,D
2016-07-09 00:00:00,20:59,Ponte Preta,Sport,2,1,H
2016-07-10 00:00:00,11:00,Flamengo,Atletico-MG,2,0,H
2016-07-10 00:00:00,11:00,Gremio,Figueirense,2,1,H
2016-07-10 00:00:00,15:59,Sao Paulo,America-MG,3,0,H
2016-07-10 00:00:00,16:00,Santa Cruz,Internacional,1,0,H
2016-07-10 00:00:00,19:29,Vitoria,Fluminense,0,0,D
2016-07-11 00:00:00,20:00,Cruzeiro,Athletico-PR,0,3,A
2016-07-12 00:00:00,20:33,Palmeiras,Santos,1,1,D
2016-07-16 00:00:00,15:59,Botafogo-RJ,Flamengo,3,3,D
2016-07-16 00:00:00,18:33,Santos,Ponte Preta,3,1,H
2016-07-17 00:00:00,11:01,America-MG,Santa Cruz,0,3,A
2016-07-17 00:00:00,16:00,Corinthians,Sao Paulo,1,1,D
2016-07-17 00:00:00,16:00,Figueirense,Chapecoense,1,1,D
2016-07-17 00:00:00,16:00,Fluminense,Cruzeiro,2,0,H
2016-07-17 00:00:00,16:01,Athletico-PR,Vitoria,1,1,D
2016-07-17 00:00:00,16:01,Internacional,Palmeiras,0,1,A
2016-07-17 00:00:00,18:31,Sport,Gremio,4,2,H
2016-07-18 00:00:00,19:59,Atletico-MG,Coritiba,2,1,H
2016-07-23 00:00:00,16:01,Corinthians,Figueirense,1,1,D
2016-07-23 00:00:00,18:30,Santa Cruz,Coritiba,0,1,A
2016-07-24 00:00:00,11:00,Palmeiras,Atletico-MG,0,1,A
2016-07-24 00:00:00,11:02,Ponte Preta,Internacional,2,2,D
2016-07-24 00:00:00,15:59,Chapecoense,Botafogo-RJ,2,1,H
2016-07-24 00:00:00,16:00,Cruzeiro,Sport,1,2,A
2016-07-24 00:00:00,16:00,Gremio,Sao Paulo,1,0,H
2016-07-24 00:00:00,16:02,Athletico-PR,Fluminense,1,0,H
2016-07-24 00:00:00,18:30,Vitoria,Santos,2,3,A
2016-07-25 00:00:00,20:00,Flamengo,America-MG,2,1,H
2016-07-30 00:00:00,18:30,Figueirense,Vitoria,1,0,H
2016-07-30 00:00:00,18:30,Sport,Athletico-PR,2,0,H
2016-07-30 00:00:00,20:59,Atletico-MG,Santa Cruz,3,0,H
2016-07-31 00:00:00,10:59,Fluminense,Ponte Preta,3,0,H
2016-07-31 00:00:00,11:00,Sao Paulo,Chapecoense,2,2,D
2016-07-31 00:00:00,16:02,Coritiba,Flamengo,0,2,A
2016-07-31 00:00:00,16:02,Internacional,Corinthians,0,1,A
2016-07-31 00:00:00,16:02,Santos,Cruzeiro,2,0,H
2016-07-31 00:00:00,18:30,Botafogo-RJ,Palmeiras,3,1,H
2016-07-31 00:00:00,18:31,America-MG,Gremio,0,0,D
2016-08-03 00:00:00,19:30,Vitoria,Coritiba,3,1,H
2016-08-03 00:00:00,19:31,Sport,America-MG,1,1,D
2016-08-03 00:00:00,21:47,Athletico-PR,Corinthians,2,0,H
2016-08-03 00:00:00,21:47,Santos,Flamengo,0,0,D
2016-08-04 00:00:00,19:15,Ponte Preta,Botafogo-RJ,2,0,H
2016-08-04 00:00:00,19:29,Gremio,Santa Cruz,0,0,D
2016-08-04 00:00:00,19:31,Sao Paulo,Atletico-MG,1,2,A
2016-08-04 00:00:00,21:01,Cruzeiro,Internacional,4,2,H
2016-08-04 00:00:00,21:33,Chapecoense,Palmeiras,1,1,D
2016-08-06 00:00:00,18:30,Flamengo,Athletico-PR,1,0,H
2016-08-07 00:00:00,11:00,America-MG,Santos,1,0,H
2016-08-07 00:00:00,15:59,Palmeiras,Vitoria,2,1,H
2016-08-07 00:00:00,16:00,Coritiba,Ponte Preta,3,1,H
2016-08-07 00:00:00,16:15,Santa Cruz,Sao Paulo,1,2,A
2016-08-07 00:00:00,16:17,Internacional,Fluminense,2,2,D
2016-08-07 00:00:00,18:31,Figueirense,Sport,1,1,D
2016-08-08 00:00:00,20:00,Atletico-MG,Chapecoense,3,1,H
2016-08-08 00:00:00,21:02,Corinthians,Cruzeiro,1,1,D
2016-08-13 00:00:00,15:59,Sport,Flamengo,1,0,H
2016-08-13 00:00:00,18:32,Ponte Preta,Figueirense,2,0,H
2016-08-14 00:00:00,11:00,Fluminense,America-MG,1,0,H
2016-08-14 00:00:00,11:01,Gremio,Corinthians,3,0,H
2016-08-14 00:00:00,15:58,Vitoria,Santa Cruz,2,2,D
2016-08-14 00:00:00,15:59,Cruzeiro,Coritiba,2,2,D
2016-08-14 00:00:00,16:02,Santos,Atletico-MG,3,0,H
2016-08-14 00:00:00,16:18,Sao Paulo,Botafogo-RJ,0,1,A
2016-08-14 00:00:00,18:30,Athletico-PR,Palmeiras,0,1,A
2016-08-15 00:00:00,20:01,Chapecoense,Internacional,1,0,H
2016-08-19 00:00:00,21:30,America-MG,Chapecoense,1,2,A
2016-08-20 00:00:00,21:00,Botafogo-RJ,Sport,3,0,H
2016-08-21 00:00:00,10:59,Atletico-MG,Athletico-PR,1,0,H
2016-08-21 00:00:00,11:01,Flamengo,Gremio,2,1,H
2016-08-21 00:00:00,15:58,Palmeiras,Ponte Preta,2,2,D
2016-08-21 00:00:00,15:59,Santa Cruz,Fluminense,0,1,A
2016-08-21 00:00:00,16:00,Internacional,Sao Paulo,1,1,D
2016-08-21 00:00:00,18:02,Coritiba,Santos,2,1,H
2016-08-21 00:00:00,18:33,Figueirense,Cruzeiro,1,2,A
2016-08-22 00:00:00,20:02,Corinthians,Vitoria,2,1,H
2016-08-27 00:00:00,16:03,Ponte Preta,Corinthians,2,0,H
2016-08-28 00:00:00,11:00,Santos,Figueirense,0,1,A
2016-08-28 00:00:00,11:01,Cruzeiro,Santa Cruz,2,0,H
2016-08-28 00:00:00,15:59,Gremio,Atletico-MG,1,1,D
2016-08-28 00:00:00,16:00,Fluminense,Palmeiras,0,2,A
2016-08-28 00:00:00,16:01,Sao Paulo,Coritiba,0,0,D
2016-08-28 00:00:00,16:02,Chapecoense,Flamengo,1,3,A
2016-08-28 00:00:00,18:29,Sport,Internacional,1,1,D
2016-08-28 00:00:00,18:30,Vitoria,America-MG,2,1,H
2016-08-29 00:00:00,20:00,Athletico-PR,Botafogo-RJ,1,0,H
2016-09-03 00:00:00,16:00,Fluminense,Figueirense,3,2,H
2016-09-04 00:00:00,16:00,Botafogo-RJ,Gremio,2,1,H
2016-09-07 00:00:00,16:00,Botafogo-RJ,Fluminense,1,0,H
2016-09-07 00:00:00,16:00,Santa Cruz,Chapecoense,2,2,D
2016-09-07 00:00:00,16:01,Figueirense,Athletico-PR,1,0,H
2016-09-07 00:00:00,19:30,Atletico-MG,Vitoria,2,1,H
2016-09-07 00:00:00,21:45,Coritiba,Gremio,4,0,H
2016-09-07 00:00:00,21:45,Palmeiras,Sao Paulo,2,1,H
2016-09-07 00:00:00,21:47,Flamengo,Ponte Preta,2,1,H
2016-09-08 00:00:00,19:32,Corinthians,Sport,3,0,H
2016-09-08 00:00:00,20:59,America-MG,Cruzeiro,0,2,A
2016-09-08 00:00:00,21:00,Internacional,Santos,2,1,H
2016-09-10 00:00:00,18:30,Vitoria,Flamengo,1,2,A
2016-09-11 00:00:00,11:02,Sao Paulo,Figueirense,3,1,H
2016-09-11 00:00:00,11:03,Chapecoense,Coritiba,1,0,H
2016-09-11 00:00:00,16:00,Athletico-PR,Internacional,2,1,H
2016-09-11 00:00:00,16:00,Cruzeiro,Botafogo-RJ,0,2,A
2016-09-11 00:00:00,16:01,Santos,Corinthians,2,1,H
2016-09-11 00:00:00,16:01,Sport,Santa Cruz,5,3,H
2016-09-11 00:00:00,18:29,Gremio,Palmeiras,0,0,D
2016-09-11 00:00:00,18:31,Ponte Preta,America-MG,1,1,D
2016-09-12 00:00:00,20:00,Fluminense,Atletico-MG,4,2,H
2016-09-14 00:00:00,19:30,Botafogo-RJ,Santos,0,1,A
2016-09-14 00:00:00,19:31,Figueirense,America-MG,2,2,D
2016-09-14 00:00:00,21:00,Santa Cruz,Athletico-PR,1,0,H
2016-09-14 00:00:00,21:01,Ponte Preta,Gremio,3,0,H
2016-09-14 00:00:00,21:46,Coritiba,Corinthians,1,1,D
2016-09-14 00:00:00,21:46,Palmeiras,Flamengo,1,1,D
2016-09-15 00:00:00,19:29,Fluminense,Chapecoense,1,2,A
2016-09-15 00:00:00,19:30,Atletico-MG,Sport,1,0,H
2016-09-15 00:00:00,20:59,Internacional,Vitoria,0,1,A
2016-09-15 00:00:00,21:01,Sao Paulo,Cruzeiro,1,0,H
2016-09-17 00:00:00,16:02,Corinthians,Palmeiras,0,2,A
2016-09-18 00:00:00,11:03,Flamengo,Figueirense,2,0,H
2016-09-18 00:00:00,16:00,Athletico-PR,Sao Paulo,1,0,H
2016-09-18 00:00:00,16:00,Cruzeiro,Atletico-MG,1,1,D
2016-09-18 00:00:00,16:00,Gremio,Fluminense,0,1,A
2016-09-18 00:00:00,16:01,Chapecoense,Ponte Preta,2,2,D
2016-09-18 00:00:00,16:01,Sport,Coritiba,0,1,A
2016-09-18 00:00:00,18:30,Santos,Santa Cruz,3,2,H
