data,hora,mandante,visitante,Placar M,Placar V,RESULTADO
2003-03-29 00:00:00,16:00,Athletico-PR,Gremio,2,0,H
2003-03-29 00:00:00,16:00,Guarani,Vasco,4,2,H
2003-03-30 00:00:00,16:00,Criciuma,Fluminense,2,0,H
2003-03-30 00:00:00,16:00,Cruzeiro,Sao Caetano,2,2,D
2003-03-30 00:00:00,16:00,Flamengo,Coritiba,1,1,D
2003-03-30 00:00:00,16:00,Fortaleza,Bahia,0,0,D
2003-03-30 00:00:00,16:00,Goias,Paysandu,2,2,D
2003-03-30 00:00:00,16:00,Internacional,Ponte Preta,1,1,D
2003-03-30 00:00:00,16:00,Juventude,Sao Paulo,2,2,D
2003-03-30 00:00:00,16:00,Vitoria,Figueirense,1,1,D
2003-03-30 00:00:00,18:00,Corinthians,Atletico-MG,0,3,A
2003-03-30 00:00:00,18:00,Santos,Parana,2,2,D
2003-04-05 00:00:00,16:00,Atletico-MG,Santos,0,0,D
2003-04-05 00:00:00,16:00,Coritiba,Internacional,0,1,A
2003-04-05 00:00:00,16:00,Fluminense,Fortaleza,1,1,D
2003-04-05 00:00:00,18:00,Gremio,Guarani,3,1,H
2003-04-06 00:00:00,16:00,Bahia,Flamengo,1,2,A
2003-04-06 00:00:00,16:00,Figueirense,Corinthians,3,3,D
2003-04-06 00:00:00,16:00,Parana,Athletico-PR,3,0,H
2003-04-06 00:00:00,16:00,Paysandu,Vitoria,1,2,A
2003-04-06 00:00:00,16:00,Ponte Preta,Juventude,1,0,H
2003-04-06 00:00:00,16:00,Sao Caetano,Criciuma,3,2,H
2003-04-06 00:00:00,18:00,Sao Paulo,Cruzeiro,2,4,A
2003-04-06 00:00:00,18:00,Vasco,Goias,6,4,H
2003-04-09 00:00:00,21:40,Paysandu,Santos,2,1,H
2003-04-12 00:00:00,16:00,Athletico-PR,Atletico-MG,1,2,A
2003-04-12 00:00:00,16:00,Internacional,Bahia,2,0,H
2003-04-12 00:00:00,16:00,Santos,Figueirense,2,0,H
2003-04-12 00:00:00,18:00,Corinthians,Paysandu,6,1,H
2003-04-13 00:00:00,16:00,Criciuma,Sao Paulo,1,1,D
2003-04-13 00:00:00,16:00,Fortaleza,Sao Caetano,1,1,D
2003-04-13 00:00:00,16:00,Goias,Gremio,1,1,D
2003-04-13 00:00:00,16:00,Guarani,Parana,2,0,H
2003-04-13 00:00:00,16:00,Juventude,Coritiba,2,1,H
2003-04-13 00:00:00,16:00,Vitoria,Vasco,2,1,H
2003-04-13 00:00:00,18:00,Cruzeiro,Ponte Preta,3,0,H
2003-04-13 00:00:00,18:00,Flamengo,Fluminense,4,1,H
2003-04-16 00:00:00,20:30,Atletico-MG,Guarani,3,2,H
2003-04-16 00:00:00,20:30,Bahia,Juventude,3,1,H
2003-04-16 00:00:00,20:30,Figueirense,Athletico-PR,1,1,D
2003-04-16 00:00:00,20:30,Gremio,Vitoria,2,1,H
2003-04-16 00:00:00,20:30,Ponte Preta,Criciuma,1,1,D
2003-04-16 00:00:00,21:40,Coritiba,Cruzeiro,3,4,A
2003-04-16 00:00:00,21:40,Sao Caetano,Flamengo,1,1,D
2003-04-16 00:00:00,21:40,Vasco,Corinthians,2,2,D
2003-04-17 00:00:00,20:30,Fluminense,Internacional,3,1,H
2003-04-17 00:00:00,20:30,Parana,Goias,3,1,H
2003-04-17 00:00:00,20:30,Sao Paulo,Fortaleza,3,1,H
2003-04-18 00:00:00,20:30,Flamengo,Cruzeiro,3,0,H
2003-04-19 00:00:00,16:00,Bahia,Atletico-MG,2,4,A
2003-04-19 00:00:00,16:00,Sao Caetano,Gremio,1,1,D
2003-04-19 00:00:00,18:00,Flamengo,Santos,0,2,A
2003-04-20 00:00:00,16:00,Criciuma,Guarani,1,0,H
2003-04-20 00:00:00,16:00,Fortaleza,Athletico-PR,1,0,H
2003-04-20 00:00:00,16:00,Internacional,Corinthians,2,1,H
2003-04-20 00:00:00,16:00,Juventude,Vitoria,1,1,D
2003-04-20 00:00:00,16:00,Ponte Preta,Paysandu,4,4,D
2003-04-20 00:00:00,16:00,Sao Paulo,Vasco,3,1,H
2003-04-20 00:00:00,18:00,Cruzeiro,Goias,4,1,H
2003-04-20 00:00:00,18:00,Fluminense,Parana,0,0,D
2003-04-21 00:00:00,20:30,Coritiba,Figueirense,1,0,H
2003-04-26 00:00:00,16:00,Atletico-MG,Coritiba,1,2,A
2003-04-26 00:00:00,16:00,Parana,Bahia,3,1,H
2003-04-26 00:00:00,16:00,Vitoria,Internacional,0,3,A
2003-04-26 00:00:00,18:00,Guarani,Cruzeiro,1,1,D
2003-04-27 00:00:00,16:00,Athletico-PR,Criciuma,4,2,H
2003-04-27 00:00:00,16:00,Corinthians,Flamengo,1,1,D
2003-04-27 00:00:00,16:00,Figueirense,Ponte Preta,0,0,D
2003-04-27 00:00:00,16:00,Goias,Juventude,7,0,H
2003-04-27 00:00:00,16:00,Gremio,Fluminense,0,1,A
2003-04-27 00:00:00,16:00,Santos,Fortaleza,4,0,H
2003-04-27 00:00:00,18:00,Paysandu,Sao Paulo,5,2,H
2003-04-27 00:00:00,18:00,Vasco,Sao Caetano,1,0,H
2003-05-03 00:00:00,16:00,Bahia,Gremio,2,1,H
2003-05-03 00:00:00,16:00,Flamengo,Vitoria,2,1,H
2003-05-03 00:00:00,18:00,Cruzeiro,Athletico-PR,5,2,H
2003-05-04 00:00:00,16:00,Coritiba,Parana,2,1,H
2003-05-04 00:00:00,16:00,Fortaleza,Corinthians,1,2,A
2003-05-04 00:00:00,16:00,Internacional,Goias,2,1,H
2003-05-04 00:00:00,16:00,Juventude,Guarani,1,1,D
2003-05-04 00:00:00,16:00,Ponte Preta,Atletico-MG,2,1,H
2003-05-04 00:00:00,16:00,Sao Caetano,Paysandu,2,0,H
2003-05-04 00:00:00,16:00,Sao Paulo,Figueirense,3,2,H
2003-05-04 00:00:00,18:00,Criciuma,Santos,1,3,A
2003-05-04 00:00:00,18:00,Fluminense,Vasco,0,0,D
2003-05-10 00:00:00,16:00,Goias,Flamengo,1,1,D
2003-05-10 00:00:00,16:00,Parana,Ponte Preta,3,2,H
2003-05-10 00:00:00,16:00,Santos,Cruzeiro,0,2,A
2003-05-10 00:00:00,18:00,Corinthians,Criciuma,3,0,H
2003-05-11 00:00:00,16:00,Athletico-PR,Juventude,2,0,H
2003-05-11 00:00:00,16:00,Atletico-MG,Sao Paulo,2,2,D
2003-05-11 00:00:00,16:00,Figueirense,Sao Caetano,3,0,H
2003-05-11 00:00:00,16:00,Guarani,Internacional,3,0,H
2003-05-11 00:00:00,16:00,Paysandu,Fluminense,2,2,D
2003-05-11 00:00:00,16:00,Vasco,Bahia,1,1,D
2003-05-11 00:00:00,16:00,Vitoria,Fortaleza,2,1,H
2003-05-11 00:00:00,18:00,Gremio,Coritiba,1,0,H
2003-05-17 00:00:00,16:00,Fluminense,Figueirense,3,0,H
2003-05-17 00:00:00,16:00,Sao Caetano,Atletico-MG,2,0,H
2003-05-17 00:00:00,18:00,Juventude,Santos,1,1,D
2003-05-18 00:00:00,16:00,Bahia,Paysandu,2,0,H
2003-05-18 00:00:00,16:00,Coritiba,Vasco,1,1,D
2003-05-18 00:00:00,16:00,Criciuma,Vitoria,1,1,D
2003-05-18 00:00:00,16:00,Cruzeiro,Corinthians,1,1,D
2003-05-18 00:00:00,16:00,Fortaleza,Goias,1,0,H
2003-05-18 00:00:00,16:00,Internacional,Athletico-PR,1,1,D
2003-05-18 00:00:00,16:00,Ponte Preta,Gremio,2,1,H
2003-05-18 00:00:00,18:00,Flamengo,Guarani,1,1,D
2003-05-18 00:00:00,18:00,Sao Paulo,Parana,2,0,H
2003-05-24 00:00:00,16:00,Atletico-MG,Fluminense,3,0,H
2003-05-24 00:00:00,16:00,Corinthians,Juventude,3,0,H
2003-05-24 00:00:00,16:00,Parana,Sao Caetano,1,1,D
2003-05-24 00:00:00,18:00,Vasco,Ponte Preta,1,0,H
2003-05-25 00:00:00,16:00,Athletico-PR,Flamengo,4,1,H
2003-05-25 00:00:00,16:00,Figueirense,Bahia,1,0,H
2003-05-25 00:00:00,16:00,Goias,Criciuma,0,2,A
2003-05-25 00:00:00,16:00,Gremio,Sao Paulo,1,2,A
2003-05-25 00:00:00,16:00,Guarani,Fortaleza,2,1,H
2003-05-25 00:00:00,16:00,Paysandu,Coritiba,1,3,A
2003-05-25 00:00:00,18:00,Santos,Internacional,2,1,H
2003-05-25 00:00:00,18:00,Vitoria,Cruzeiro,2,1,H
2003-05-31 00:00:00,16:00,Coritiba,Guarani,3,2,H
2003-05-31 00:00:00,16:00,Cruzeiro,Criciuma,2,0,H
2003-05-31 00:00:00,16:00,Fluminense,Athletico-PR,2,1,H
2003-05-31 00:00:00,16:00,Ponte Preta,Sao Caetano,0,0,D
2003-05-31 00:00:00,18:00,Internacional,Paysandu,2,1,H
2003-06-01 00:00:00,16:00,Bahia,Goias,2,1,H
2003-06-01 00:00:00,16:00,Figueirense,Gremio,2,1,H
2003-06-01 00:00:00,16:00,Fortaleza,Juventude,3,1,H
2003-06-01 00:00:00,16:00,Parana,Flamengo,6,2,H
2003-06-01 00:00:00,16:00,Santos,Sao Paulo,3,2,H
2003-06-01 00:00:00,18:00,Corinthians,Vitoria,4,0,H
2003-06-01 00:00:00,18:00,Vasco,Atletico-MG,2,2,D
2003-06-07 00:00:00,16:00,Gremio,Fortaleza,3,1,H
2003-06-07 00:00:00,16:00,Guarani,Santos,1,2,A
2003-06-07 00:00:00,16:00,Vitoria,Fluminense,2,1,H
2003-06-07 00:00:00,18:00,Atletico-MG,Figueirense,1,1,D
2003-06-08 00:00:00,16:00,Athletico-PR,Ponte Preta,4,2,H
2003-06-08 00:00:00,16:00,Goias,Coritiba,1,2,A
2003-06-08 00:00:00,16:00,Juventude,Vasco,0,0,D
2003-06-08 00:00:00,16:00,Paysandu,Parana,3,0,H
2003-06-08 00:00:00,16:00,Sao Caetano,Corinthians,1,0,H
2003-06-08 00:00:00,18:00,Criciuma,Internacional,1,0,H
2003-06-08 00:00:00,18:00,Sao Paulo,Bahia,2,2,D
2003-06-14 00:00:00,16:00,Fluminense,Goias,2,3,A
2003-06-14 00:00:00,16:00,Ponte Preta,Guarani,0,2,A
2003-06-14 00:00:00,18:00,Coritiba,Athletico-PR,2,0,H
2003-06-15 00:00:00,16:00,Bahia,Vitoria,2,1,H
2003-06-15 00:00:00,16:00,Corinthians,Sao Paulo,1,2,A
2003-06-15 00:00:00,16:00,Criciuma,Figueirense,1,0,H
2003-06-15 00:00:00,16:00,Fortaleza,Paysandu,1,2,A
2003-06-15 00:00:00,16:00,Gremio,Internacional,0,0,D
2003-06-15 00:00:00,16:00,Parana,Juventude,1,2,A
2003-06-15 00:00:00,16:00,Santos,Sao Caetano,0,1,A
2003-06-15 00:00:00,18:00,Cruzeiro,Atletico-MG,0,0,D
2003-06-15 00:00:00,18:00,Vasco,Flamengo,1,2,A
2003-06-19 00:00:00,16:00,Bahia,Coritiba,2,2,D
2003-06-21 00:00:00,16:00,Atletico-MG,Gremio,3,2,H
2003-06-21 00:00:00,16:00,Internacional,Parana,2,1,H
2003-06-21 00:00:00,16:00,Vasco,Criciuma,2,0,H
2003-06-21 00:00:00,18:00,Sao Paulo,Goias,1,0,H
2003-06-22 00:00:00,16:00,Figueirense,Fortaleza,2,2,D
2003-06-22 00:00:00,16:00,Paysandu,Flamengo,2,2,D
2003-06-22 00:00:00,16:00,Ponte Preta,Corinthians,3,3,D
2003-06-22 00:00:00,16:00,Sao Caetano,Vitoria,2,1,H
2003-06-22 00:00:00,18:00,Fluminense,Guarani,5,2,H
2003-06-22 00:00:00,18:00,Juventude,Cruzeiro,0,1,A
2003-06-28 00:00:00,16:00,Coritiba,Sao Caetano,2,0,H
2003-06-28 00:00:00,16:00,Fortaleza,Vasco,0,1,A
2003-06-28 00:00:00,16:00,Gremio,Juventude,1,4,A
2003-06-28 00:00:00,16:00,Santos,Bahia,4,0,H
2003-06-28 00:00:00,18:00,Flamengo,Figueirense,0,2,A
2003-06-29 00:00:00,16:00,Corinthians,Fluminense,1,0,H
2003-06-29 00:00:00,16:00,Criciuma,Paysandu,2,0,H
2003-06-29 00:00:00,16:00,Guarani,Sao Paulo,0,1,A
2003-06-29 00:00:00,16:00,Vitoria,Athletico-PR,1,0,H
2003-06-29 00:00:00,18:00,Cruzeiro,Internacional,3,2,H
2003-06-29 00:00:00,18:00,Parana,Atletico-MG,1,1,D
2003-07-05 00:00:00,16:00,Atletico-MG,Paysandu,3,2,H
2003-07-05 00:00:00,16:00,Figueirense,Cruzeiro,1,0,H
2003-07-05 00:00:00,16:00,Sao Paulo,Sao Caetano,1,1,D
2003-07-05 00:00:00,16:00,Vasco,Parana,1,4,A
2003-07-06 00:00:00,16:00,Athletico-PR,Corinthians,3,1,H
2003-07-06 00:00:00,16:00,Fortaleza,Criciuma,0,1,A
2003-07-06 00:00:00,16:00,Gremio,Flamengo,2,0,H
2003-07-06 00:00:00,16:00,Guarani,Goias,3,2,H
2003-07-06 00:00:00,16:00,Juventude,Internacional,1,1,D
2003-07-06 00:00:00,16:00,Vitoria,Ponte Preta,1,4,A
2003-07-06 00:00:00,18:00,Fluminense,Bahia,1,0,H
2003-07-06 00:00:00,18:00,Santos,Coritiba,3,1,H
2003-07-09 00:00:00,16:00,Corinthians,Santos,1,1,D
2003-07-09 00:00:00,16:00,Sao Caetano,Athletico-PR,0,0,D
2003-07-09 00:00:00,20:30,Bahia,Guarani,2,0,H
2003-07-09 00:00:00,20:30,Cruzeiro,Fortaleza,2,0,H
2003-07-09 00:00:00,20:30,Flamengo,Juventude,2,1,H
2003-07-09 00:00:00,20:30,Goias,Vitoria,1,1,D
2003-07-09 00:00:00,20:30,Paysandu,Figueirense,1,0,H
2003-07-09 00:00:00,21:40,Coritiba,Sao Paulo,0,2,A
2003-07-09 00:00:00,21:40,Internacional,Vasco,2,1,H
2003-07-10 00:00:00,20:30,Criciuma,Atletico-MG,1,0,H
2003-07-10 00:00:00,20:30,Parana,Gremio,3,1,H
2003-07-10 00:00:00,20:30,Ponte Preta,Fluminense,3,0,H
2003-07-12 00:00:00,16:00,Athletico-PR,Goias,0,0,D
2003-07-12 00:00:00,16:00,Fortaleza,Internacional,3,0,H
2003-07-12 00:00:00,18:00,Vasco,Paysandu,0,2,A
2003-07-13 00:00:00,16:00,Atletico-MG,Flamengo,1,0,H
2003-07-13 00:00:00,16:00,Corinthians,Coritiba,0,1,A
2003-07-13 00:00:00,16:00,Criciuma,Juventude,3,0,H
2003-07-13 00:00:00,16:00,Figueirense,Parana,4,2,H
2003-07-13 00:00:00,16:00,Fluminense,Sao Paulo,1,3,A
2003-07-13 00:00:00,16:00,Ponte Preta,Bahia,1,0,H
2003-07-13 00:00:00,16:00,Sao Caetano,Guarani,0,2,A
2003-07-13 00:00:00,18:00,Gremio,Cruzeiro,0,1,A
2003-07-13 00:00:00,18:00,Vitoria,Santos,2,0,H
2003-07-16 00:00:00,20:30,Bahia,Sao Caetano,0,0,D
2003-07-16 00:00:00,20:30,Coritiba,Fluminense,3,0,H
2003-07-16 00:00:00,20:30,Flamengo,Fortaleza,0,2,A
2003-07-16 00:00:00,20:30,Guarani,Vitoria,2,2,D
2003-07-16 00:00:00,20:30,Internacional,Atletico-MG,3,3,D
2003-07-16 00:00:00,20:30,Juventude,Figueirense,1,2,A
2003-07-16 00:00:00,21:40,Cruzeiro,Vasco,4,1,H
2003-07-16 00:00:00,21:40,Goias,Corinthians,1,1,D
2003-07-16 00:00:00,21:40,Santos,Ponte Preta,2,1,H
2003-07-17 00:00:00,20:30,Paysandu,Gremio,1,1,D
2003-07-17 00:00:00,20:30,Sao Paulo,Athletico-PR,2,0,H
2003-07-19 00:00:00,16:00,Corinthians,Guarani,1,0,H
2003-07-19 00:00:00,16:00,Fluminense,Santos,1,4,A
2003-07-19 00:00:00,16:00,Fortaleza,Atletico-MG,4,3,H
2003-07-19 00:00:00,18:00,Internacional,Figueirense,3,0,H
2003-07-20 00:00:00,16:00,Athletico-PR,Bahia,2,1,H
2003-07-20 00:00:00,16:00,Criciuma,Flamengo,4,3,H
2003-07-20 00:00:00,16:00,Goias,Sao Caetano,2,1,H
2003-07-20 00:00:00,16:00,Juventude,Paysandu,2,0,H
2003-07-20 00:00:00,16:00,Ponte Preta,Coritiba,1,1,D
2003-07-20 00:00:00,16:00,Vitoria,Sao Paulo,0,2,A
2003-07-20 00:00:00,18:00,Cruzeiro,Parana,5,1,H
2003-07-20 00:00:00,18:00,Vasco,Gremio,2,0,H
2003-07-23 00:00:00,20:30,Atletico-MG,Juventude,2,1,H
2003-07-23 00:00:00,20:30,Guarani,Athletico-PR,1,0,H
2003-07-23 00:00:00,20:30,Parana,Fortaleza,4,1,H
2003-07-23 00:00:00,20:30,Paysandu,Cruzeiro,3,0,H
2003-07-23 00:00:00,21:40,Bahia,Corinthians,0,0,D
2003-07-23 00:00:00,21:40,Figueirense,Vasco,0,0,D
2003-07-23 00:00:00,21:40,Santos,Goias,3,3,D
2003-07-24 00:00:00,20:30,Coritiba,Vitoria,1,1,D
2003-07-24 00:00:00,20:30,Flamengo,Internacional,2,1,H
2003-07-24 00:00:00,20:30,Gremio,Criciuma,0,2,A
2003-07-24 00:00:00,20:30,Sao Caetano,Fluminense,2,0,H
2003-07-24 00:00:00,20:30,Sao Paulo,Ponte Preta,1,2,A
2003-07-26 00:00:00,16:00,Athletico-PR,Paysandu,1,1,D
2003-07-26 00:00:00,16:00,Goias,Atletico-MG,1,1,D
2003-07-26 00:00:00,16:00,Santos,Vasco,2,1,H
2003-07-27 00:00:00,09:00,Fortaleza,Ponte Preta,2,3,A
2003-07-27 00:00:00,16:00,Corinthians,Gremio,1,0,H
2003-07-27 00:00:00,16:00,Criciuma,Coritiba,2,3,A
2003-07-27 00:00:00,16:00,Flamengo,Sao Paulo,1,1,D
2003-07-27 00:00:00,16:00,Guarani,Figueirense,3,0,H
2003-07-27 00:00:00,16:00,Juventude,Fluminense,2,1,H
2003-07-27 00:00:00,16:00,Vitoria,Parana,0,3,A
2003-07-27 00:00:00,18:00,Cruzeiro,Bahia,5,2,H
2003-07-27 00:00:00,18:00,Internacional,Sao Caetano,0,0,D
2003-07-30 00:00:00,20:30,Athletico-PR,Santos,0,2,A
2003-07-30 00:00:00,20:30,Goias,Ponte Preta,0,0,D
2003-07-31 00:00:00,20:30,Parana,Criciuma,2,1,H
2003-08-02 00:00:00,16:00,Fluminense,Cruzeiro,2,2,D
2003-08-02 00:00:00,16:00,Gremio,Santos,2,0,H
2003-08-02 00:00:00,18:00,Sao Caetano,Juventude,1,1,D
2003-08-02 00:00:00,18:00,Sao Paulo,Internacional,0,2,A
2003-08-03 00:00:00,16:00,Bahia,Criciuma,2,2,D
2003-08-03 00:00:00,16:00,Coritiba,Fortaleza,1,1,D
2003-08-03 00:00:00,16:00,Figueirense,Goias,0,1,A
2003-08-03 00:00:00,16:00,Parana,Corinthians,1,1,D
2003-08-03 00:00:00,16:00,Paysandu,Guarani,6,1,H
2003-08-03 00:00:00,16:00,Ponte Preta,Flamengo,1,1,D
2003-08-03 00:00:00,18:00,Atletico-MG,Vitoria,1,0,H
2003-08-03 00:00:00,18:00,Vasco,Athletico-PR,2,1,H
2003-08-06 00:00:00,20:30,Athletico-PR,Parana,1,0,H
2003-08-06 00:00:00,20:30,Criciuma,Sao Caetano,0,1,A
2003-08-06 00:00:00,20:30,Fortaleza,Fluminense,3,1,H
2003-08-06 00:00:00,20:30,Juventude,Ponte Preta,0,0,D
2003-08-06 00:00:00,20:30,Vitoria,Paysandu,1,1,D
2003-08-06 00:00:00,21:40,Cruzeiro,Sao Paulo,1,1,D
2003-08-06 00:00:00,21:40,Goias,Vasco,3,1,H
2003-08-06 00:00:00,21:40,Santos,Atletico-MG,3,3,D
2003-08-07 00:00:00,15:00,Internacional,Coritiba,1,0,H
2003-08-07 00:00:00,20:30,Corinthians,Figueirense,0,1,A
2003-08-07 00:00:00,20:30,Flamengo,Bahia,6,0,H
2003-08-07 00:00:00,20:30,Guarani,Gremio,2,0,H
2003-08-09 00:00:00,16:00,Fluminense,Criciuma,1,1,D
2003-08-09 00:00:00,16:00,Parana,Santos,1,2,A
2003-08-09 00:00:00,16:00,Sao Caetano,Cruzeiro,2,0,H
2003-08-09 00:00:00,18:00,Sao Paulo,Juventude,3,1,H
2003-08-10 00:00:00,16:00,Atletico-MG,Corinthians,2,3,A
2003-08-10 00:00:00,16:00,Bahia,Fortaleza,1,0,H
2003-08-10 00:00:00,16:00,Coritiba,Flamengo,5,0,H
2003-08-10 00:00:00,16:00,Figueirense,Vitoria,1,2,A
2003-08-10 00:00:00,16:00,Paysandu,Goias,2,2,D
2003-08-10 00:00:00,16:00,Ponte Preta,Internacional,1,4,A
2003-08-10 00:00:00,18:00,Gremio,Athletico-PR,1,1,D
2003-08-10 00:00:00,18:00,Vasco,Guarani,0,0,D
2003-08-16 00:00:00,16:00,Bahia,Internacional,1,3,A
2003-08-16 00:00:00,16:00,Coritiba,Juventude,1,0,H
2003-08-16 00:00:00,16:00,Figueirense,Santos,1,0,H
2003-08-16 00:00:00,16:00,Vasco,Vitoria,1,0,H
2003-08-16 00:00:00,18:00,Atletico-MG,Athletico-PR,1,2,A
2003-08-16 00:00:00,18:00,Sao Paulo,Criciuma,0,0,D
2003-08-17 00:00:00,16:00,Gremio,Goias,0,1,A
2003-08-17 00:00:00,16:00,Parana,Guarani,0,0,D
2003-08-17 00:00:00,16:00,Paysandu,Corinthians,2,2,D
2003-08-17 00:00:00,16:00,Ponte Preta,Cruzeiro,1,3,A
2003-08-17 00:00:00,16:00,Sao Caetano,Fortaleza,3,0,H
2003-08-17 00:00:00,18:00,Fluminense,Flamengo,0,1,A
2003-08-20 00:00:00,20:30,Athletico-PR,Figueirense,1,2,A
2003-08-20 00:00:00,20:30,Cruzeiro,Coritiba,2,2,D
2003-08-20 00:00:00,20:30,Flamengo,Sao Caetano,1,0,H
2003-08-20 00:00:00,20:30,Goias,Parana,1,0,H
2003-08-20 00:00:00,20:30,Juventude,Bahia,1,0,H
2003-08-20 00:00:00,20:30,Vitoria,Gremio,4,1,H
2003-08-20 00:00:00,21:40,Corinthians,Vasco,0,0,D
2003-08-20 00:00:00,21:40,Fortaleza,Sao Paulo,0,2,A
2003-08-20 00:00:00,21:40,Santos,Paysandu,2,0,H
2003-08-21 00:00:00,15:00,Internacional,Fluminense,0,1,A
2003-08-21 00:00:00,20:30,Criciuma,Ponte Preta,3,0,H
2003-08-21 00:00:00,20:30,Guarani,Atletico-MG,2,2,D
2003-08-23 00:00:00,16:00,Athletico-PR,Fortaleza,3,1,H
2003-08-23 00:00:00,16:00,Goias,Cruzeiro,1,0,H
2003-08-23 00:00:00,16:00,Santos,Flamengo,2,1,H
2003-08-23 00:00:00,18:00,Gremio,Sao Caetano,0,0,D
2003-08-24 00:00:00,16:00,Figueirense,Coritiba,1,2,A
2003-08-24 00:00:00,16:00,Guarani,Criciuma,1,0,H
2003-08-24 00:00:00,16:00,Parana,Fluminense,2,0,H
2003-08-24 00:00:00,16:00,Paysandu,Ponte Preta,3,2,H
2003-08-24 00:00:00,16:00,Vasco,Sao Paulo,3,2,H
2003-08-24 00:00:00,16:00,Vitoria,Juventude,3,0,H
2003-08-24 00:00:00,18:00,Atletico-MG,Bahia,1,0,H
2003-08-24 00:00:00,18:00,Corinthians,Internacional,3,1,H
2003-08-30 00:00:00,16:00,Fluminense,Gremio,2,0,H
2003-08-30 00:00:00,16:00,Fortaleza,Santos,0,0,D
2003-08-30 00:00:00,16:00,Internacional,Vitoria,0,1,A
2003-08-30 00:00:00,18:00,Cruzeiro,Guarani,4,1,H
2003-08-30 00:00:00,18:00,Sao Paulo,Paysandu,1,0,H
2003-08-31 00:00:00,16:00,Bahia,Parana,4,2,H
2003-08-31 00:00:00,16:00,Flamengo,Corinthians,1,0,H
2003-08-31 00:00:00,16:00,Juventude,Goias,0,2,A
2003-08-31 00:00:00,16:00,Ponte Preta,Figueirense,1,1,D
2003-08-31 00:00:00,16:00,Sao Caetano,Vasco,1,0,H
2003-08-31 00:00:00,18:00,Coritiba,Atletico-MG,2,2,D
2003-08-31 00:00:00,18:00,Criciuma,Athletico-PR,2,0,H
2003-09-13 00:00:00,16:00,Athletico-PR,Cruzeiro,1,4,A
2003-09-13 00:00:00,16:00,Santos,Criciuma,5,2,H
2003-09-13 00:00:00,18:00,Corinthians,Fortaleza,2,0,H
2003-09-13 00:00:00,18:00,Gremio,Bahia,1,1,D
2003-09-14 00:00:00,16:00,Figueirense,Sao Paulo,2,2,D
2003-09-14 00:00:00,16:00,Goias,Internacional,3,1,H
2003-09-14 00:00:00,16:00,Guarani,Juventude,2,0,H
2003-09-14 00:00:00,16:00,Parana,Coritiba,2,3,A
2003-09-14 00:00:00,16:00,Paysandu,Sao Caetano,1,0,H
2003-09-14 00:00:00,16:00,Vitoria,Flamengo,1,0,H
2003-09-14 00:00:00,18:00,Atletico-MG,Ponte Preta,2,0,H
2003-09-14 00:00:00,18:00,Vasco,Fluminense,1,0,H
2003-09-20 00:00:00,16:00,Coritiba,Gremio,1,0,H
2003-09-20 00:00:00,16:00,Cruzeiro,Santos,3,0,H
2003-09-20 00:00:00,16:00,Ponte Preta,Parana,4,0,H
2003-09-20 00:00:00,18:00,Fluminense,Paysandu,1,1,D
2003-09-20 00:00:00,18:00,Internacional,Guarani,2,0,H
2003-09-21 00:00:00,16:00,Bahia,Vasco,3,0,H
2003-09-21 00:00:00,16:00,Criciuma,Corinthians,1,0,H
2003-09-21 00:00:00,16:00,Fortaleza,Vitoria,1,0,H
2003-09-21 00:00:00,16:00,Juventude,Athletico-PR,4,0,H
2003-09-21 00:00:00,16:00,Sao Caetano,Figueirense,0,2,A
2003-09-21 00:00:00,18:00,Flamengo,Goias,1,1,D
2003-09-21 00:00:00,18:00,Sao Paulo,Atletico-MG,2,2,D
2003-09-24 00:00:00,19:00,Athletico-PR,Internacional,2,1,H
2003-09-24 00:00:00,20:30,Goias,Fortaleza,0,1,A
2003-09-24 00:00:00,20:30,Gremio,Ponte Preta,2,2,D
2003-09-24 00:00:00,20:30,Paysandu,Bahia,4,0,H
2003-09-24 00:00:00,20:30,Vitoria,Criciuma,1,1,D
2003-09-24 00:00:00,21:40,Corinthians,Cruzeiro,0,1,A
2003-09-24 00:00:00,21:40,Guarani,Flamengo,5,3,H
2003-09-24 00:00:00,21:40,Parana,Sao Paulo,4,2,H
2003-09-24 00:00:00,21:40,Santos,Juventude,1,1,D
2003-09-25 00:00:00,20:30,Atletico-MG,Sao Caetano,3,1,H
2003-09-25 00:00:00,20:30,Figueirense,Fluminense,2,2,D
2003-09-25 00:00:00,20:30,Vasco,Coritiba,2,1,H
2003-09-27 00:00:00,16:00,Internacional,Santos,1,0,H
2003-09-27 00:00:00,16:00,Sao Paulo,Gremio,3,1,H
2003-09-27 00:00:00,18:00,Flamengo,Athletico-PR,2,1,H
2003-09-28 00:00:00,16:00,Bahia,Figueirense,1,1,D
2003-09-28 00:00:00,16:00,Criciuma,Goias,1,0,H
2003-09-28 00:00:00,16:00,Cruzeiro,Vitoria,1,0,H
2003-09-28 00:00:00,16:00,Fortaleza,Guarani,3,0,H
2003-09-28 00:00:00,16:00,Juventude,Corinthians,6,1,H
2003-09-28 00:00:00,16:00,Ponte Preta,Vasco,2,2,D
2003-09-28 00:00:00,16:00,Sao Caetano,Parana,2,0,H
2003-09-28 00:00:00,18:00,Coritiba,Paysandu,1,0,H
2003-09-28 00:00:00,18:00,Fluminense,Atletico-MG,0,1,A
2003-10-04 00:00:00,16:00,Athletico-PR,Fluminense,0,0,D
2003-10-04 00:00:00,16:00,Paysandu,Internacional,0,0,D
